product_name @ features @ price @ link
Sony Xperia XZ1 64GB Μαύρο 4G SmartphoneSONY@"Εγγύηση:  24 μήνες-Κατασκευαστής: SONY-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 19 Megapixel με Exmor RS 1/2.3"" f/2.0-Επεξεργαστής: Octa Core-Βάρος: 156 g-Dual SIM: Όχι"@299@https://www.public.gr/product/tilefonia/kinita-smartphones/sony-xperia-xz1-64gb-mayro-4g-smartphone/prod9091404pp/
Huawei P20 Pro 128GB Dual Sim Μωβ 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 6 GB-Κάμερα: Triple Lens Camera // 40 Megapixel f/1.8 (RGB) + 20 Megapixel f/1.6 (μονόχρωμος) & 8 Megapixel f/2.4 (τηλεφακός)-Επεξεργαστής: Octa Core-Βάρος: 180 g-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p20-pro-128gb-dual-sim-mob-4g-smartphone/prod8971076pp/
Huawei P20 Lite 64GB Dual Sim Ροζ 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: Dual Camera 16 Megapixel f/2.2 + 2 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 145 g-Dual SIM: Ναι@329@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p20-lite-64gb-dual-sim-roz-4g-smartphone/prod8971061pp/
MLS MX Plus 32GB Μπλε Dual Sim 4G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 4 GB-Κάμερα: 16 Megapixel +3.2 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 161 g-Dual SIM: Ναι@249,9@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-mx-plus-32gb-mple-dual-sim-4g-smartphone/prod9070371pp/
MLS MX Plus 32GB Μαύρο Dual Sim 4G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 4 GB-Κάμερα: 16 Megapixel +3.2 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 161 g-Dual SIM: Ναι@249,9@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-mx-plus-32gb-mayro-dual-sim-4g-smartphone/prod9070370pp/
Xiaomi Redmi 5 16GB Χρυσό Dual Sim 4G SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 12 Megapixel, CMOS, f/2.2, Two Tone Flash-Επεξεργαστής: Octa Core-Βάρος: 157 g-Dual SIM: Ναι@149@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-5-16gb-hryso-dual-sim-4g-smartphone/prod8961002pp/
Huawei P20 Pro 128GB Dual Sim Μαύρο 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 6 GB-Κάμερα: Triple Lens Camera // 40 Megapixel f/1.8 (RGB) + 20 Megapixel f/1.6 (μονόχρωμος) & 8 Megapixel f/2.4 (τηλεφακός)-Επεξεργαστής: Octa Core-Βάρος: 180 g-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p20-pro-128gb-dual-sim-mayro-4g-smartphone/prod8971073pp/
Samsung Galaxy S9+ 64GB Μαύρο Dual Sim SmartphoneSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 6 GB-Κάμερα: 12 Megapixel Dual Pixel Camera f2.4-f1.5 AF με OIS-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@789@https://www.public.gr/product/tilefonia/kinita-smartphones/samsung-galaxy-s9-plus-64gb-mayro-dual-sim-smartphone/prod8957112pp/
MLS Flame 4G 2018 8GB Μπλε Dual Sim 4G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 142 g-Dual SIM: Ναι@79,91@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-flame-4g-2018-8gb-mple-dual-sim-4g-smartphone/prod8957948pp/
MLS Flame 4G 2018 8GB Χρυσό Dual Sim 4G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 142 g-Dual SIM: Ναι@79,91@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-flame-4g-2018-8gb-hryso-dual-sim-4g-smartphone/prod8957949pp/
Nokia 1 8GB Warm Red Dual Sim SmartphoneNOKIA@Εγγύηση:  24 μήνες-Κατασκευαστής: NOKIA-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 5 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 131 g-Dual SIM: Ναι@79@https://www.public.gr/product/tilefonia/kinita-smartphones/nokia-1-8gb-warm-red-dual-sim-smartphone/prod8971080pp/
MLS Flame 4G 2018 8GB Γκρι Dual Sim 4G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 142 g-Dual SIM: Ναι@79,91@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-flame-4g-2018-8gb-gkri-dual-sim-4g-smartphone/prod8957950pp/
MLS Easy TS 8GB Μαύρο Dual Sim 4G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 3.2 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 150 g-Dual SIM: Ναι@99,89@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-easy-ts-8gb-mayro-dual-sim-4g-smartphone/prod8980889pp/
MLS Easy TS 8GB Χρυσό Dual Sim 4G SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 8 GB-Μνήμη RAM: 1 GB-Κάμερα: 3.2 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 150 g-Dual SIM: Ναι@99,89@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-easy-ts-8gb-hryso-dual-sim-4g-smartphone/prod8980888pp/
Samsung Galaxy S9+ 64GB Μωβ Dual Sim SmartphoneSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 6 GB-Κάμερα: 12 Megapixel Dual Pixel Camera f2.4-f1.5 AF με OIS-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@789@https://www.public.gr/product/tilefonia/kinita-smartphones/samsung-galaxy-s9-plus-64gb-mob-dual-sim-smartphone/prod8957109pp/
Huawei P Smart 32GB Μαύρο Dual Sim SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 3 GB-Κάμερα: Dual Camera 13 Megapixel + 2 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 143 g-Dual SIM: Ναι@219@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p-smart-32gb-mayro-dual-sim-smartphone/prod8953633pp/
Huawei P20 128GB Dual Sim Μπλε 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 4 GB-Κάμερα: Dual Camera 12 Megapixel f/1.8 + 20 Megapixel f/1.6-Επεξεργαστής: Octa Core-Βάρος: 165 g-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p20-128gb-dual-sim-mple-4g-smartphone/prod8971071pp/
Huawei P20 128GB Dual Sim Μαύρο 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 4 GB-Κάμερα: Dual Camera 12 Megapixel f/1.8 + 20 Megapixel f/1.6-Επεξεργαστής: Octa Core-Βάρος: 165 g-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p20-128gb-dual-sim-mayro-4g-smartphone/prod8971068pp/
Huawei P20 Pro 128GB Dual Sim Μπλε 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 6 GB-Κάμερα: Triple Lens Camera // 40 Megapixel f/1.8 (RGB) + 20 Megapixel f/1.6 (μονόχρωμος) & 8 Megapixel f/2.4 (τηλεφακός)-Επεξεργαστής: Octa Core-Βάρος: 180 g-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p20-pro-128gb-dual-sim-mple-4g-smartphone/prod8971075pp/
Huawei P20 128GB Dual Sim Ροζ 4G SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 4 GB-Κάμερα: Dual Camera 12 Megapixel f/1.8 + 20 Megapixel f/1.6-Επεξεργαστής: Octa Core-Βάρος: 165 g-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p20-128gb-dual-sim-roz-4g-smartphone/prod8971072pp/
Xiaomi Redmi 5 Plus 64GB Μπλε Dual Sim 4G SmartphoneXIAOMI@Εγγύηση:  24 μήνες-Κατασκευαστής: XIAOMI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 12 Megapixel, CMOS, f/2.2, Two Tone Flash-Επεξεργαστής: Octa Core-Βάρος: 180 g-Dual SIM: Ναι@235@https://www.public.gr/product/tilefonia/kinita-smartphones/xiaomi-redmi-5-plus-64gb-mple-dual-sim-4g-smartphone/prod8961009pp/
Huawei P Smart 32GB Χρυσό Dual Sim SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 3 GB-Κάμερα: Dual Camera 13 Megapixel + 2 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 143 g-Dual SIM: Ναι@219@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p-smart-32gb-hryso-dual-sim-smartphone/prod8953635pp/
Samsung Galaxy S9 64GB Μαύρο Dual Sim SmartphoneSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 12 Megapixel Dual Pixel Camera f2.4-f1.5 AF με OIS-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/samsung-galaxy-s9-64gb-mayro-dual-sim-smartphone/prod8957108pp/
Samsung Galaxy S9 64GB Μπλε Dual Sim SmartphoneSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 12 Megapixel Dual Pixel Camera f2.4-f1.5 AF με OIS-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/samsung-galaxy-s9-64gb-mple-dual-sim-smartphone/prod8957107pp/
Samsung Galaxy S9 64GB Μωβ Dual Sim SmartphoneSAMSUNG@Εγγύηση:  24 μήνες-Κατασκευαστής: SAMSUNG-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 12 Megapixel Dual Pixel Camera f2.4-f1.5 AF με OIS-Επεξεργαστής: Octa Core-Βάρος: Μη διαθέσιμη πληροφορία-Dual SIM: Ναι@699@https://www.public.gr/product/tilefonia/kinita-smartphones/samsung-galaxy-s9-64gb-mob-dual-sim-smartphone/prod8957099pp/
MLS F5 16GB Μαύρο/Μπλε Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 3G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 137 g-Dual SIM: Ναι@99,89@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-f5-16gb-mayromple-dual-sim-smartphone/prod8910037pp/
MLS F5 16GB Χρυσό Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 3G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 137 g-Dual SIM: Ναι@99,89@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-f5-16gb-hryso-dual-sim-smartphone/prod8910038pp/
Huawei P Smart 32GB Μπλε Dual Sim SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 32 GB-Μνήμη RAM: 3 GB-Κάμερα: Dual Camera 13 Megapixel + 2 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 143 g-Dual SIM: Ναι@219@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p-smart-32gb-mple-dual-sim-smartphone/prod8953634pp/
Huawei Mate 10 Lite 64GB Χρυσό Dual Sim SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 16 Megapixel + 2 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 164 g-Dual SIM: Hybrid Dual SIM@248,99@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-mate-10-lite-64gb-hryso-dual-sim-smartphone/prod8831285pp/
MLS Color Fingerprint 16GB Χρυσό Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 140 g-Dual SIM: Ναι@119@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-color-fingerprint-16gb-hryso-dual-sim-smartphone/prod8910041pp/
MLS DX 16GB Μπλε Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 16 Megapixel + 5 Megapixel Dual Camera-Επεξεργαστής: Quad Core-Βάρος: 140 g-Dual SIM: Ναι@129,9@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-dx-16gb-mple-dual-sim-smartphone/prod8850192pp/
Huawei Mate 10 Lite 64GB Μπλε Dual Sim SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: 16 Megapixel + 2 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 164 g-Dual SIM: Hybrid Dual SIM@248,99@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-mate-10-lite-64gb-mple-dual-sim-smartphone/prod8831284pp/
MLS F5 16GB Λευκό Dual Sim SmartphoneMLS@Εγγύηση:  12 μήνες-Κατασκευαστής: MLS-Δίκτυο: 3G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 137 g-Dual SIM: Ναι@109,9@https://www.public.gr/product/tilefonia/kinita-smartphones/mls-f5-16gb-leyko-dual-sim-smartphone/prod8910039pp/
Fluo F Plus 16GB  Μπλε Dual Sim SmartphoneFLUO@Εγγύηση:  24 μήνες-Κατασκευαστής: FLUO-Δίκτυο: 4,5G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 140 g-Dual SIM: Ναι@88,99@https://www.public.gr/product/tilefonia/kinita-smartphones/fluo-f-plus-16gb-mple-dual-sim-smartphone/prod8801222pp/
Asus ZenFone 4 64GB Dual Sim Μαύρο 4G SmartphoneASUS@Εγγύηση:  24 μήνες-Κατασκευαστής: ASUS-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: 4 GB-Κάμερα: Dual Camera 12 Megapixel f/1.8 + 8 Megapixel-Επεξεργαστής: Octa Core-Βάρος: 165 g-Dual SIM: Ναι@499@https://www.public.gr/product/tilefonia/kinita-smartphones/asus-zenfone-4-64gb-dual-sim-mayro-4g-smartphone/prod8832478pp/
Motorola Moto C Plus 16GB Χρυσό Dual Sim SmartphoneMOTOROLA@Εγγύηση:  24 μήνες-Κατασκευαστής: MOTOROLA-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 1 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 162 g-Dual SIM: Ναι@79,91@https://www.public.gr/product/tilefonia/kinita-smartphones/motorola-moto-c-plus-16gb-hryso-dual-sim-smartphone/prod8711463pp/
Motorola Moto C Plus 16GB Μαύρο Dual Sim SmartphoneMOTOROLA@Εγγύηση:  24 μήνες-Κατασκευαστής: MOTOROLA-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 1 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 162 g-Dual SIM: Ναι@79,91@https://www.public.gr/product/tilefonia/kinita-smartphones/motorola-moto-c-plus-16gb-mayro-dual-sim-smartphone/prod8711462pp/
Huawei Mate 10 Pro 128GB Mocha Brown Dual Sim SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 6 GB-Κάμερα: Dual 20 Megapixel & 12 Megapixel // f/1.6, OIS (οπτικός σταθεροποιητής εικόνας), Αισθητήρας BSI, Διπλό LED φλας, PDAF & CAF & Laser & αυτόματη εστίαση βάθους, 2x Υβριδικό Zoom-Επεξεργαστής: Octa Core-Βάρος: 178 g-Dual SIM: Ναι@798,99@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-mate-10-pro-128gb-mocha-brown-dual-sim-smartphone/prod8831287pp/
Huawei Mate 10 Pro 128GB Titanium Gray Dual Sim SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 128 GB-Μνήμη RAM: 6 GB-Κάμερα: Dual 20 Megapixel & 12 Megapixel // f/1.6, OIS (οπτικός σταθεροποιητής εικόνας), Αισθητήρας BSI, Διπλό LED φλας, PDAF & CAF & Laser & αυτόματη εστίαση βάθους, 2x Υβριδικό Zoom-Επεξεργαστής: Octa Core-Βάρος: 178 g-Dual SIM: Ναι@798,99@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-mate-10-pro-128gb-titanium-gray-dual-sim-smartphone/prod8831288pp/
Apple iPhone 8 64GB Space Grey - 4G Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel-Επεξεργαστής: Hexa Core-Βάρος: 148 g-Dual SIM: Όχι@749@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-64gb-space-grey-4g-smartphone/prod8760494pp/
Huawei P9 Lite Mini 16GB Χρυσό Dual Sim SmartphoneHUAWEI@Εγγύηση:  24 μήνες-Κατασκευαστής: HUAWEI-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 13 Megapixel, autofocus, LED flash-Επεξεργαστής: Quad Core-Βάρος: 145 g-Dual SIM: Ναι@149@https://www.public.gr/product/tilefonia/kinita-smartphones/huawei-p9-lite-mini-16gb-hryso-dual-sim-smartphone/prod8813277pp/
Apple iPhone X 64GB Space Grey - 4G SmartphoneAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel Dual Camera f1.8 με Dual OIS-Επεξεργαστής: Hexa Core-Βάρος: 174 g-Dual SIM: Όχι@1099@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-x-64gb-space-grey-4g-smartphone/prod8760478pp/
Apple iPhone 8 Plus 64GB Space Grey - 4G Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: Dual 12 Megapixel (wide-angle and telephoto)-Επεξεργαστής: Hexa Core-Βάρος: 202 g-Dual SIM: Όχι@869@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-plus-64gb-space-grey-4g-smartphone/prod8760485pp/
Apple iPhone 8 Plus 64GB Gold - 4G Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: Dual 12 Megapixel (wide-angle and telephoto)-Επεξεργαστής: Hexa Core-Βάρος: 202 g-Dual SIM: Όχι@869@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-plus-64gb-gold-4g-smartphone/prod8760487pp/
Alcatel U3 8GB  Volcano Black Dual Sim Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: ALCATEL-Δίκτυο: 3G-Χωρητικότητα: 8 GB-Μνήμη RAM: 512 MB-Κάμερα: 2 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 102 g-Dual SIM: Ναι@54,89@https://www.public.gr/product/tilefonia/kinita-smartphones/alcatel-u3-8gb-volcano-black-dual-sim-smartphone/prod8801962pp/
Motorola Moto E4 16GB Γκρι Dual Sim Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: MOTOROLA-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 152 g-Dual SIM: Ναι@99@https://www.public.gr/product/tilefonia/kinita-smartphones/motorola-moto-e4-16gb-gkri-dual-sim-smartphone/prod8711464pp/
Motorola Moto E4 16GB Μπλε Dual Sim Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: MOTOROLA-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 152 g-Dual SIM: Ναι@99@https://www.public.gr/product/tilefonia/kinita-smartphones/motorola-moto-e4-16gb-mple-dual-sim-smartphone/prod8711465pp/
Fluo F 16GB  Μπλε Dual Sim SmartphoneFLUO@Εγγύηση:  24 μήνες-Κατασκευαστής: FLUO-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 1 GB-Κάμερα: 8 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 140 g-Dual SIM: Ναι@99@https://www.public.gr/product/tilefonia/kinita-smartphones/fluo-f-16gb-mple-dual-sim-smartphone/prod8801221pp/
Fluo X 16GB  Λευκό Dual Sim Smartphone FLUO@Εγγύηση:  24 μήνες-Κατασκευαστής: FLUO-Δίκτυο: 4G-Χωρητικότητα: 16 GB-Μνήμη RAM: 2 GB-Κάμερα: 16 Megapixel-Επεξεργαστής: Quad Core-Βάρος: 119 g-Dual SIM: Ναι@159,01@https://www.public.gr/product/tilefonia/kinita-smartphones/fluo-x-16gb-leyko-dual-sim-smartphone/prod8801224pp/
Apple iPhone 8 64GB Silver - 4G Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel-Επεξεργαστής: Hexa Core-Βάρος: 148 g-Dual SIM: Όχι@749@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-64gb-silver-4g-smartphone/prod8760495pp/
Apple iPhone 8 64GB Gold - 4G Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel-Επεξεργαστής: Hexa Core-Βάρος: 148 g-Dual SIM: Όχι@749@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-64gb-gold-4g-smartphone/prod8760496pp/
Apple iPhone 8 Plus 64GB Silver - 4G Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 64 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: Dual 12 Megapixel (wide-angle and telephoto)-Επεξεργαστής: Hexa Core-Βάρος: 202 g-Dual SIM: Όχι@869@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-plus-64gb-silver-4g-smartphone/prod8760486pp/
Apple iPhone 8 256GB Space Grey - 4G Smartphone@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 256 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel-Επεξεργαστής: Hexa Core-Βάρος: 148 g-Dual SIM: Όχι@929@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-256gb-space-grey-4g-smartphone/prod8760497pp/
Apple iPhone 8 256GB Gold - 4G SmartphoneAPPLE@Εγγύηση:  24 μήνες-Κατασκευαστής: APPLE-Δίκτυο: 4G-Χωρητικότητα: 256 GB-Μνήμη RAM: Μη διαθέσιμη πληροφορία-Κάμερα: 12 Megapixel-Επεξεργαστής: Hexa Core-Βάρος: 148 g-Dual SIM: Όχι@929@https://www.public.gr/product/tilefonia/kinita-smartphones/apple-iphone-8-256gb-gold-4g-smartphone/prod8760499pp/
